Remanei_Gene,Latens_Gene,dN,dS,dN.dS,ENC,dS_corrected,dn.ds_corrected,cre1,cre2,cre3,cre4,clat1,clat2,clat3,clat4,ortho_names,C..remanei.Gene.name,C.latens.Gene.name,C..remanei.Gene.name_C.latens.Gene.name,chromosome,Module
KAF1745719.1,OZG22367.1,0.0166063539076699,0.29963898349911,0.0554212062587617,49.7787096453933,0.365580222990535,0.0454246506329743,KAF1745719.1,GCK72_022166,KAF1745719.1,remanei_genome_00003969,OZG22367.1,FL83_03242,OZG22367.1,latens_genome_00018006,remanei_genome_00003969_latens_genome_00018006,remanei_genome_00003969,latens_genome_00018006,remanei_genome_00003969_latens_genome_00018006,X,black
KAF1745721.1,OZG22365.1,0.111537235219169,0.231904232816548,0.480962481212678,51.7871094506602,0.28604323135631,0.389931391455414,KAF1745721.1,GCK72_022168,KAF1745721.1,remanei_genome_00003970,OZG22365.1,FL83_03240,OZG22365.1,latens_genome_00018008,remanei_genome_00003970_latens_genome_00018008,remanei_genome_00003970,latens_genome_00018008,remanei_genome_00003970_latens_genome_00018008,X,brown
KAF1745722.1,OZG22391.1,0.136303712484985,0.294899099539856,0.46220457335294,50.2346003061622,0.358161324916713,0.380565133649428,KAF1745722.1,GCK72_022169,KAF1745722.1,remanei_genome_00003971,OZG22391.1,FL83_03239,OZG22391.1,latens_genome_00018009,remanei_genome_00003971_latens_genome_00018009,remanei_genome_00003971,latens_genome_00018009,remanei_genome_00003971_latens_genome_00018009,X,brown
KAF1745723.1,OZG22390.1,0.0813305100382847,0.297433510217615,0.273440978384647,52.6338993140619,0.346596398932489,0.23465480394136,KAF1745723.1,GCK72_022170,KAF1745723.1,remanei_genome_00003972,OZG22390.1,FL83_03238,OZG22390.1,latens_genome_00018010,remanei_genome_00003972_latens_genome_00018010,remanei_genome_00003972,latens_genome_00018010,remanei_genome_00003972_latens_genome_00018010,X,yellow
KAF1745725.1,OZG22395.1,0.00714862795525301,0.206515646094845,0.0346154303096721,50.5538982711695,0.267901536138214,0.0266837885974828,KAF1745725.1,GCK72_022172,KAF1745725.1,remanei_genome_00003974,OZG22395.1,FL83_03236,OZG22395.1,latens_genome_00018012,remanei_genome_00003974_latens_genome_00018012,remanei_genome_00003974,latens_genome_00018012,remanei_genome_00003974_latens_genome_00018012,X,red
KAF1745728.1,OZG22392.1,0.0226122893770858,0.277405986834997,0.0815133430791302,44.1961343575668,0.376152895050817,0.0601146227361375,KAF1745728.1,GCK72_022175,KAF1745728.1,remanei_genome_00003976,OZG22392.1,FL83_03234,OZG22392.1,latens_genome_00018014,remanei_genome_00003976_latens_genome_00018014,remanei_genome_00003976,latens_genome_00018014,remanei_genome_00003976_latens_genome_00018014,X,turquoise
KAF1745729.1,OZG22401.1,0.012036164797725,0.189955611731902,0.063363038806732,50.5706644974222,0.251242976052671,0.0479064727970812,KAF1745729.1,GCK72_022176,KAF1745729.1,remanei_genome_00003977,OZG22401.1,FL83_03233,OZG22401.1,latens_genome_00018015,remanei_genome_00003977_latens_genome_00018015,remanei_genome_00003977,latens_genome_00018015,remanei_genome_00003977_latens_genome_00018015,X,turquoise
KAF1745730.1,OZG22400.1,0.00235672972979005,0.0687731376113873,0.0342681723074364,52.9562294094685,0.11604187286041,0.0203093044923967,KAF1745730.1,GCK72_022177,KAF1745730.1,remanei_genome_00003978,OZG22400.1,FL83_03232,OZG22400.1,latens_genome_00018016,remanei_genome_00003978_latens_genome_00018016,remanei_genome_00003978,latens_genome_00018016,remanei_genome_00003978_latens_genome_00018016,X,blue
KAF1745732.1,OZG22399.1,0.00586738819739031,0.133909944665023,0.043815925785554,45.2117245919453,0.226688797803932,0.0258830090160218,KAF1745732.1,GCK72_022179,KAF1745732.1,remanei_genome_00003979,OZG22399.1,FL83_03231,OZG22399.1,latens_genome_00018017,remanei_genome_00003979_latens_genome_00018017,remanei_genome_00003979,latens_genome_00018017,remanei_genome_00003979_latens_genome_00018017,X,blue
KAF1745733.1,OZG22397.1,0.00859142474774845,0.171457916820715,0.0501080667901272,46.6250441330469,0.255931482475513,0.0335692376125335,KAF1745733.1,GCK72_022180,KAF1745733.1,remanei_genome_00003980,OZG22397.1,FL83_03230,OZG22397.1,latens_genome_00018018,remanei_genome_00003980_latens_genome_00018018,remanei_genome_00003980,latens_genome_00018018,remanei_genome_00003980_latens_genome_00018018,X,blue
KAF1745734.1,OZG22585.1,0.0123489498909284,0.0847374948556243,0.145731826412481,53.9819583692245,0.125978595416379,0.0980241909358743,KAF1745734.1,GCK72_022181,KAF1745734.1,remanei_genome_00003981,OZG22585.1,FL83_03229,OZG22585.1,latens_genome_00018019,remanei_genome_00003981_latens_genome_00018019,remanei_genome_00003981,latens_genome_00018019,remanei_genome_00003981_latens_genome_00018019,X,blue
KAF1745735.1,OZG22586.1,0.00199695837666771,0.159921928729391,0.0124870828693346,54.9048871673953,0.195739493583422,0.0102021229344635,KAF1745735.1,GCK72_022182,KAF1745735.1,remanei_genome_00003982,OZG22586.1,FL83_03228,OZG22586.1,latens_genome_00018020,remanei_genome_00003982_latens_genome_00018020,remanei_genome_00003982,latens_genome_00018020,remanei_genome_00003982_latens_genome_00018020,X,blue
KAF1745737.1,OZG22582.1,0.00800358233008372,0.14004688912986,0.0571493046351234,49.5706248645428,0.207210926350866,0.0386252910067658,KAF1745737.1,GCK72_022184,KAF1745737.1,remanei_genome_00003983,OZG22582.1,FL83_03226,OZG22582.1,latens_genome_00018022,remanei_genome_00003983_latens_genome_00018022,remanei_genome_00003983,latens_genome_00018022,remanei_genome_00003983_latens_genome_00018022,X,blue
KAF1745738.1,OZG22577.1,0.00412170375469816,0.158107929517332,0.0260689249886504,56.8673148362027,0.182393405921277,0.0225978770113933,KAF1745738.1,GCK72_022185,KAF1745738.1,remanei_genome_00003984,OZG22577.1,FL83_03223,OZG22577.1,latens_genome_00018024,remanei_genome_00003984_latens_genome_00018024,remanei_genome_00003984,latens_genome_00018024,remanei_genome_00003984_latens_genome_00018024,X,red
KAF1745739.1,OZG22578.1,0.00396440609936123,0.217503390252978,0.0182268703708491,57.5284409458963,0.237903798740875,0.0166639041509348,KAF1745739.1,GCK72_022186,KAF1745739.1,remanei_genome_00003985,OZG22578.1,FL83_03222,OZG22578.1,latens_genome_00018025,remanei_genome_00003985_latens_genome_00018025,remanei_genome_00003985,latens_genome_00018025,remanei_genome_00003985_latens_genome_00018025,X,blue
KAF1745740.1,OZG22579.1,0.000000000130771621593331,0.0721122651579977,0.00000000181344492933083,46.711773691409,0.156076169766854,0.000000000837870520455987,KAF1745740.1,GCK72_022187,KAF1745740.1,remanei_genome_00003986,OZG22579.1,FL83_03221,OZG22579.1,latens_genome_00018026,remanei_genome_00003986_latens_genome_00018026,remanei_genome_00003986,latens_genome_00018026,remanei_genome_00003986_latens_genome_00018026,X,black
KAF1745742.1,OZG22303.1,0.0589663865000719,0.481934459494049,0.12235353861597,56.6133151453429,0.50771254984135,0.116141282145769,KAF1745742.1,GCK72_022189,KAF1745742.1,remanei_genome_00003987,OZG22303.1,FL83_03219,OZG22303.1,latens_genome_00018028,remanei_genome_00003987_latens_genome_00018028,remanei_genome_00003987,latens_genome_00018028,remanei_genome_00003987_latens_genome_00018028,X,yellow
KAF1745743.1,OZG22302.1,0.00672155130087746,0.201665881712104,0.0333301361827435,50.396282531769,0.263977991191115,0.0254625443225348,KAF1745743.1,GCK72_022190,KAF1745743.1,remanei_genome_00003988,OZG22302.1,FL83_03218,OZG22302.1,latens_genome_00018029,remanei_genome_00003988_latens_genome_00018029,remanei_genome_00003988,latens_genome_00018029,remanei_genome_00003988_latens_genome_00018029,X,blue
KAF1745744.1,OZG22312.1,0.010931381528999,0.173508330291957,0.0630020559278345,49.3573273462139,0.241925797581572,0.0451848527039089,KAF1745744.1,GCK72_022191,KAF1745744.1,remanei_genome_00003990,OZG22312.1,FL83_03215,OZG22312.1,latens_genome_00018031,remanei_genome_00003990_latens_genome_00018031,remanei_genome_00003990,latens_genome_00018031,remanei_genome_00003990_latens_genome_00018031,X,blue
KAF1745745.1,OZG22311.1,0.00288875547080787,0.166444696274845,0.0173556474640547,51.9482530942604,0.219636743861609,0.0131524234971724,KAF1745745.1,GCK72_022192,KAF1745745.1,remanei_genome_00003991,OZG22311.1,FL83_03214,OZG22311.1,latens_genome_00018032,remanei_genome_00003991_latens_genome_00018032,remanei_genome_00003991,latens_genome_00018032,remanei_genome_00003991_latens_genome_00018032,X,pink
KAF1745747.1,OZG22306.1,0.00619531634161895,0.136645678978928,0.0453385455574803,56.773552265034,0.161482145506591,0.0383653333449554,KAF1745747.1,GCK72_022194,KAF1745747.1,remanei_genome_00003993,OZG22306.1,FL83_03213,OZG22306.1,latens_genome_00018034,remanei_genome_00003993_latens_genome_00018034,remanei_genome_00003993,latens_genome_00018034,remanei_genome_00003993_latens_genome_00018034,X,pink
KAF1745748.1,OZG22304.1,0.00250377427965765,0.164050374807181,0.0152622283405356,55.9133182714227,0.193941954784262,0.0129099156623579,KAF1745748.1,GCK72_022195,KAF1745748.1,remanei_genome_00003994,OZG22304.1,FL83_03212,OZG22304.1,latens_genome_00018035,remanei_genome_00003994_latens_genome_00018035,remanei_genome_00003994,latens_genome_00018035,remanei_genome_00003994_latens_genome_00018035,X,blue
KAF1745749.1,OZG22307.1,0.00253923289238795,0.222035665092219,0.0114361487436413,51.1024933783169,0.280197768904143,0.00906228804861267,KAF1745749.1,GCK72_022196,KAF1745749.1,remanei_genome_00003995,OZG22307.1,FL83_03210,OZG22307.1,latens_genome_00018037,remanei_genome_00003995_latens_genome_00018037,remanei_genome_00003995,latens_genome_00018037,remanei_genome_00003995_latens_genome_00018037,X,blue
KAF1745750.1,OZG22485.1,0.0199543503323176,0.248457431126889,0.0803129543834283,54.7752708382442,0.285036678562197,0.0700062547492933,KAF1745750.1,GCK72_022197,KAF1745750.1,remanei_genome_00003996,OZG22485.1,FL83_03209,OZG22485.1,latens_genome_00018038,remanei_genome_00003996_latens_genome_00018038,remanei_genome_00003996,latens_genome_00018038,remanei_genome_00003996_latens_genome_00018038,X,blue
KAF1745752.1,OZG22493.1,0.000000000131297723727432,0.147086317601346,0.000000000892657630353448,43.2790730617041,0.251222281498626,0.00000000052263566330262,KAF1745752.1,GCK72_022199,KAF1745752.1,remanei_genome_00003997,OZG22493.1,FL83_03207,OZG22493.1,latens_genome_00018040,remanei_genome_00003997_latens_genome_00018040,remanei_genome_00003997,latens_genome_00018040,remanei_genome_00003997_latens_genome_00018040,X,green
KAF1745751.1,OZG22486.1,0.00469262368325141,0.125891671076633,0.0372750924911857,37.117864595462,0.266233606853276,0.0176259629229963,KAF1745751.1,GCK72_022198,KAF1745751.1,remanei_genome_00003998,OZG22486.1,FL83_03208,OZG22486.1,latens_genome_00018039,remanei_genome_00003998_latens_genome_00018039,remanei_genome_00003998,latens_genome_00018039,remanei_genome_00003998_latens_genome_00018039,X,yellow
KAF1745755.1,OZG22491.1,0.00284867045504427,0.301085998215165,0.00946131826764167,49.8012713612592,0.366894655137007,0.00776427351873117,KAF1745755.1,GCK72_022202,KAF1745755.1,remanei_genome_00003999,OZG22491.1,FL83_03205,OZG22491.1,latens_genome_00018041,remanei_genome_00003999_latens_genome_00018041,remanei_genome_00003999,latens_genome_00018041,remanei_genome_00003999_latens_genome_00018041,X,turquoise
KAF1745758.1,OZG22490.1,0.130637317190433,0.309000643206367,0.422773609254872,53.0827702605147,0.355525768736667,0.367448237731522,KAF1745758.1,GCK72_022205,KAF1745758.1,remanei_genome_00004002,OZG22490.1,FL83_03202,OZG22490.1,latens_genome_00018044,remanei_genome_00004002_latens_genome_00018044,remanei_genome_00004002,latens_genome_00018044,remanei_genome_00004002_latens_genome_00018044,X,blue
KAF1745759.1,OZG22487.1,0.00132525298698865,0.220351329866001,0.0060142726971267,54.0999412217433,0.2608991112729,0.00507956113964082,KAF1745759.1,GCK72_022206,KAF1745759.1,remanei_genome_00004003,OZG22487.1,FL83_03201,OZG22487.1,latens_genome_00018045,remanei_genome_00004003_latens_genome_00018045,remanei_genome_00004003,latens_genome_00018045,remanei_genome_00004003_latens_genome_00018045,X,pink
KAF1745760.1,OZG22488.1,0.0169847624823658,0.285503009220329,0.0594906601116008,53.5695938498292,0.329167345137438,0.0515991720724123,KAF1745760.1,GCK72_022207,KAF1745760.1,remanei_genome_00004004,OZG22488.1,FL83_03200,OZG22488.1,latens_genome_00018046,remanei_genome_00004004_latens_genome_00018046,remanei_genome_00004004,latens_genome_00018046,remanei_genome_00004004_latens_genome_00018046,X,red
KAF1745763.1,OZG22432.1,0.00690767178584162,0.234747018618657,0.0294260256274565,49.6230880410687,0.301602759130599,0.022903211514887,KAF1745763.1,GCK72_022210,KAF1745763.1,remanei_genome_00004006,OZG22432.1,FL83_03199,OZG22432.1,latens_genome_00018048,remanei_genome_00004006_latens_genome_00018048,remanei_genome_00004006,latens_genome_00018048,remanei_genome_00004006_latens_genome_00018048,X,red
KAF1745765.1,OZG22440.1,0.0312469297884387,0.187538304716676,0.166616253866884,55.0766270109387,0.222346650684516,0.14053249595729,KAF1745765.1,GCK72_022212,KAF1745765.1,remanei_genome_00004008,OZG22440.1,FL83_03197,OZG22440.1,latens_genome_00018050,remanei_genome_00004008_latens_genome_00018050,remanei_genome_00004008,latens_genome_00018050,remanei_genome_00004008_latens_genome_00018050,X,blue
KAF1745767.1,OZG22438.1,0.0182798121714015,0.162423540390003,0.112544106153018,55.6430115818829,0.193903561409763,0.0942726994723528,KAF1745767.1,GCK72_022214,KAF1745767.1,remanei_genome_00004011,OZG22438.1,FL83_03195,OZG22438.1,latens_genome_00018052,remanei_genome_00004011_latens_genome_00018052,remanei_genome_00004011,latens_genome_00018052,remanei_genome_00004011_latens_genome_00018052,X,red
KAF1745768.1,OZG22439.1,0.00201212698882177,0.120808187151879,0.0166555515504271,51.5708831324207,0.176217826677197,0.0114184076989422,KAF1745768.1,GCK72_022215,KAF1745768.1,remanei_genome_00004012,OZG22439.1,FL83_03194,OZG22439.1,latens_genome_00018053,remanei_genome_00004012_latens_genome_00018053,remanei_genome_00004012,latens_genome_00018053,remanei_genome_00004012_latens_genome_00018053,X,red
KAF1745769.1,OZG22436.1,0.00285863846939562,0.198435020301493,0.0144059171866555,50.5766807757224,0.259687030323806,0.0110080140152982,KAF1745769.1,GCK72_022216,KAF1745769.1,remanei_genome_00004013,OZG22436.1,FL83_03193,OZG22436.1,latens_genome_00018054,remanei_genome_00004013_latens_genome_00018054,remanei_genome_00004013,latens_genome_00018054,remanei_genome_00004013_latens_genome_00018054,X,blue
KAF1745770.1,OZG22437.1,0.00233393018384775,0.204165644213209,0.0114315520265027,54.2636096776432,0.243751637759119,0.00957503385537944,KAF1745770.1,GCK72_022217,KAF1745770.1,remanei_genome_00004014,OZG22437.1,FL83_03192,OZG22437.1,latens_genome_00018055,remanei_genome_00004014_latens_genome_00018055,remanei_genome_00004014,latens_genome_00018055,remanei_genome_00004014_latens_genome_00018055,X,blue
KAF1745772.1,OZG22435.1,0.0093442547220328,0.167790018917443,0.0556901702635267,52.2464425021729,0.219229774339974,0.0426231097038035,KAF1745772.1,GCK72_022219,KAF1745772.1,remanei_genome_00004016,OZG22435.1,FL83_03190,OZG22435.1,latens_genome_00018057,remanei_genome_00004016_latens_genome_00018057,remanei_genome_00004016,latens_genome_00018057,remanei_genome_00004016_latens_genome_00018057,X,pink
KAF1745773.1,OZG22548.1,0.017893331073535,0.28148487707041,0.0635676461903112,47.2929679769349,0.36203342833203,0.0494245273315606,KAF1745773.1,GCK72_022220,KAF1745773.1,remanei_genome_00004017,OZG22548.1,FL83_03189,OZG22548.1,latens_genome_00018058,remanei_genome_00004017_latens_genome_00018058,remanei_genome_00004017,latens_genome_00018058,remanei_genome_00004017_latens_genome_00018058,X,blue
KAF1745775.1,OZG22547.1,0.00934433606417323,0.207263684619829,0.0450842900014683,55.2232750592536,0.241210262130629,0.0387393802470674,KAF1745775.1,GCK72_022222,KAF1745775.1,remanei_genome_00004019,OZG22547.1,FL83_03188,OZG22547.1,latens_genome_00018059,remanei_genome_00004019_latens_genome_00018059,remanei_genome_00004019,latens_genome_00018059,remanei_genome_00004019_latens_genome_00018059,X,blue
KAF1745776.1,OZG22554.1,0.00402631170752383,0.250657985959466,0.0160629699951987,50.5408858825649,0.312120342523727,0.0128998695662323,KAF1745776.1,GCK72_022223,KAF1745776.1,remanei_genome_00004020,OZG22554.1,FL83_03187,OZG22554.1,latens_genome_00018060,remanei_genome_00004020_latens_genome_00018060,remanei_genome_00004020,latens_genome_00018060,remanei_genome_00004020_latens_genome_00018060,X,blue
KAF1745777.1,OZG22553.1,0.000000000130722123364373,0.132014262497517,0.000000000990212124745476,44.9930255815331,0.226078287249173,0.000000000578216178806668,KAF1745777.1,GCK72_022224,KAF1745777.1,remanei_genome_00004021,OZG22553.1,FL83_03186,OZG22553.1,latens_genome_00018061,remanei_genome_00004021_latens_genome_00018061,remanei_genome_00004021,latens_genome_00018061,remanei_genome_00004021_latens_genome_00018061,X,red
KAF1745785.1,OZG22388.1,0.00455559902911953,0.204363962769292,0.0222915966562186,55.6387670601971,0.235868926466067,0.0193141127039255,KAF1745785.1,GCK72_022232,KAF1745785.1,remanei_genome_00004027,OZG22388.1,FL83_03179,OZG22388.1,latens_genome_00018070,remanei_genome_00004027_latens_genome_00018070,remanei_genome_00004027,latens_genome_00018070,remanei_genome_00004027_latens_genome_00018070,X,pink
KAF1745786.1,OZG22389.1,0.00138923230725528,0.183279339968103,0.00757986310675853,54.6098312668435,0.220830783118373,0.00629093592676617,KAF1745786.1,GCK72_022233,KAF1745786.1,remanei_genome_00004028,OZG22389.1,FL83_03178,OZG22389.1,latens_genome_00018071,remanei_genome_00004028_latens_genome_00018071,remanei_genome_00004028,latens_genome_00018071,remanei_genome_00004028_latens_genome_00018071,X,pink
KAF1745788.1,OZG22380.1,0.00867727183613134,0.272888968855724,0.0317978109284403,51.945006609146,0.326100094217475,0.02660922824004,KAF1745788.1,GCK72_022235,KAF1745788.1,remanei_genome_00004029,OZG22380.1,FL83_03177,OZG22380.1,latens_genome_00018072,remanei_genome_00004029_latens_genome_00018072,remanei_genome_00004029,latens_genome_00018072,remanei_genome_00004029_latens_genome_00018072,X,blue
KAF1745789.1,OZG22381.1,0.000000000131922447949251,0.158226568721244,0.000000000833756612529882,53.2590980801906,0.203715514398889,0.000000000647581743288033,KAF1745789.1,GCK72_022236,KAF1745789.1,remanei_genome_00004030,OZG22381.1,FL83_03176,OZG22381.1,latens_genome_00018073,remanei_genome_00004030_latens_genome_00018073,remanei_genome_00004030,latens_genome_00018073,remanei_genome_00004030_latens_genome_00018073,X,turquoise
KAF1745790.1,OZG22382.1,0.00200343410057321,0.110279733619398,0.0181668384101066,53.6046413852253,0.153738114797605,0.0130314730554015,KAF1745790.1,GCK72_022237,KAF1745790.1,remanei_genome_00004031,OZG22382.1,FL83_03175,OZG22382.1,latens_genome_00018074,remanei_genome_00004031_latens_genome_00018074,remanei_genome_00004031,latens_genome_00018074,remanei_genome_00004031_latens_genome_00018074,X,turquoise
KAF1745792.1,OZG22384.1,0.000000000128641089460253,0.130906851901205,0.00000000098269179643353,51.708078533452,0.185510270884086,0.000000000693444566962187,KAF1745792.1,GCK72_022239,KAF1745792.1,remanei_genome_00004033,OZG22384.1,FL83_03173,OZG22384.1,latens_genome_00018077,remanei_genome_00004033_latens_genome_00018077,remanei_genome_00004033,latens_genome_00018077,remanei_genome_00004033_latens_genome_00018077,X,blue
KAF1745793.1,OZG22385.1,0.0100005990725928,0.141857430641712,0.0704975342310495,43.2783769296741,0.245997485317098,0.0406532573278208,KAF1745793.1,GCK72_022240,KAF1745793.1,remanei_genome_00004034,OZG22385.1,FL83_03172,OZG22385.1,latens_genome_00018078,remanei_genome_00004034_latens_genome_00018078,remanei_genome_00004034,latens_genome_00018078,remanei_genome_00004034_latens_genome_00018078,X,blue
KAF1745794.1,OZG22386.1,0.00740194481306599,0.185570525413321,0.0398875025900781,55.2685363159439,0.219251127864856,0.0337601219439494,KAF1745794.1,GCK72_022241,KAF1745794.1,remanei_genome_00004035,OZG22386.1,FL83_03171,OZG22386.1,latens_genome_00018079,remanei_genome_00004035_latens_genome_00018079,remanei_genome_00004035,latens_genome_00018079,remanei_genome_00004035_latens_genome_00018079,X,pink
KAF1745795.1,OZG22387.1,0.00229937746657257,0.195760925446991,0.0117458448938279,45.1074513653096,0.289152533945831,0.00795212628848457,KAF1745795.1,GCK72_022242,KAF1745795.1,remanei_genome_00004036,OZG22387.1,FL83_03170,OZG22387.1,latens_genome_00018080,remanei_genome_00004036_latens_genome_00018080,remanei_genome_00004036,latens_genome_00018080,remanei_genome_00004036_latens_genome_00018080,X,red
KAF1745796.1,OZG22484.1,0.0032611099599376,0.219385805586333,0.0148647263263998,44.8528240130705,0.314273716442965,0.0103766550917707,KAF1745796.1,GCK72_022243,KAF1745796.1,remanei_genome_00004037,OZG22484.1,FL83_03169,OZG22484.1,latens_genome_00018081,remanei_genome_00004037_latens_genome_00018081,remanei_genome_00004037,latens_genome_00018081,remanei_genome_00004037_latens_genome_00018081,X,red
KAF1745798.1,OZG22482.1,0.000000000130693025825141,0.104151202952842,0.00000000125483933089392,54.6722144763844,0.141336054915238,0.000000000924696998961236,KAF1745798.1,GCK72_022245,KAF1745798.1,remanei_genome_00004038,OZG22482.1,FL83_03167,OZG22482.1,latens_genome_00018082,remanei_genome_00004038_latens_genome_00018082,remanei_genome_00004038,latens_genome_00018082,remanei_genome_00004038_latens_genome_00018082,X,blue
KAF1745799.1,OZG22481.1,0.00773164073688934,0.201269797183248,0.0384143117600998,52.2149348146298,0.252894705641165,0.0305725686003876,KAF1745799.1,GCK72_022246,KAF1745799.1,remanei_genome_00004039,OZG22481.1,FL83_03166,OZG22481.1,latens_genome_00018083,remanei_genome_00004039_latens_genome_00018083,remanei_genome_00004039,latens_genome_00018083,remanei_genome_00004039_latens_genome_00018083,X,blue
KAF1745801.1,OZG22479.1,0.00710751941776639,0.0465221849479442,0.152776990713556,54.2302159422873,0.0863044147760496,0.0823540653883074,KAF1745801.1,GCK72_022248,KAF1745801.1,remanei_genome_00004040,OZG22479.1,FL83_03164,OZG22479.1,latens_genome_00018085,remanei_genome_00004040_latens_genome_00018085,remanei_genome_00004040,latens_genome_00018085,remanei_genome_00004040_latens_genome_00018085,X,blue
KAF1745802.1,OZG22478.1,0.0130247022609345,0.245247574876355,0.0531083835079759,54.561069552148,0.28308556331733,0.046009772127921,KAF1745802.1,GCK72_022249,KAF1745802.1,remanei_genome_00004041,OZG22478.1,FL83_03163,OZG22478.1,latens_genome_00018086,remanei_genome_00004041_latens_genome_00018086,remanei_genome_00004041,latens_genome_00018086,remanei_genome_00004041_latens_genome_00018086,X,red
KAF1745803.1,OZG22477.1,0.00403394621319172,0.171356454390727,0.0235412563100396,47.3827460757684,0.251377430041239,0.0160473683438085,KAF1745803.1,GCK72_022250,KAF1745803.1,remanei_genome_00004042,OZG22477.1,FL83_03162,OZG22477.1,latens_genome_00018087,remanei_genome_00004042_latens_genome_00018087,remanei_genome_00004042,latens_genome_00018087,remanei_genome_00004042_latens_genome_00018087,X,pink
KAF1745804.1,OZG22476.1,0.00933805218799011,0.225164785109158,0.0414720809182622,58.9494470777119,0.237214736323808,0.0393653966558101,KAF1745804.1,GCK72_022251,KAF1745804.1,remanei_genome_00004043,OZG22476.1,FL83_03161,OZG22476.1,latens_genome_00018088,remanei_genome_00004043_latens_genome_00018088,remanei_genome_00004043,latens_genome_00018088,remanei_genome_00004043_latens_genome_00018088,X,blue
KAF1745807.1,OZG22475.1,0.000000000127962212990462,0.2166243750842,0.000000000590710131030842,61,0.2166243750842,0.000000000590710131030842,KAF1745807.1,GCK72_022254,KAF1745807.1,remanei_genome_00004046,OZG22475.1,FL83_03160,OZG22475.1,latens_genome_00018089,remanei_genome_00004046_latens_genome_00018089,remanei_genome_00004046,latens_genome_00018089,remanei_genome_00004046_latens_genome_00018089,X,blue
KAF1745808.1,OZG22292.1,0.000000000133259188412726,0.107016859987928,0.000000001245216767038,41.9317510326154,0.219070280949826,0.000000000608294232494487,KAF1745808.1,GCK72_022255,KAF1745808.1,remanei_genome_00004047,OZG22292.1,FL83_03159,OZG22292.1,latens_genome_00018090,remanei_genome_00004047_latens_genome_00018090,remanei_genome_00004047,latens_genome_00018090,remanei_genome_00004047_latens_genome_00018090,X,blue
KAF1745809.1,OZG22293.1,0.0186452325917024,0.309587185907054,0.0602261121921891,57.3021279365207,0.331317509215766,0.0562760254833376,KAF1745809.1,GCK72_022256,KAF1745809.1,remanei_genome_00004048,OZG22293.1,FL83_03158,OZG22293.1,latens_genome_00018091,remanei_genome_00004048_latens_genome_00018091,remanei_genome_00004048,latens_genome_00018091,remanei_genome_00004048_latens_genome_00018091,X,pink
KAF1745810.1,OZG22297.1,0.00545231440990044,0.164946209907802,0.033055105739914,54.7383805478921,0.201742240920947,0.0270261417986179,KAF1745810.1,GCK72_022257,KAF1745810.1,remanei_genome_00004049,OZG22297.1,FL83_03156,OZG22297.1,latens_genome_00018093,remanei_genome_00004049_latens_genome_00018093,remanei_genome_00004049,latens_genome_00018093,remanei_genome_00004049_latens_genome_00018093,X,pink
KAF1745811.1,OZG22294.1,0.000000000129934952871895,0.160452789455253,0.000000000809801769810498,54.4417012412413,0.198992238613173,0.000000000652964928569297,KAF1745811.1,GCK72_022258,KAF1745811.1,remanei_genome_00004050,OZG22294.1,FL83_03155,OZG22294.1,latens_genome_00018094,remanei_genome_00004050_latens_genome_00018094,remanei_genome_00004050,latens_genome_00018094,remanei_genome_00004050_latens_genome_00018094,X,red
KAF1745812.1,OZG22295.1,0.00402621891806475,0.224855982493164,0.0179057673868524,56.3366653134358,0.252259788978677,0.0159606052727059,KAF1745812.1,GCK72_022259,KAF1745812.1,remanei_genome_00004051,OZG22295.1,FL83_03154,OZG22295.1,latens_genome_00018095,remanei_genome_00004051_latens_genome_00018095,remanei_genome_00004051,latens_genome_00018095,remanei_genome_00004051_latens_genome_00018095,X,blue
KAF1745813.1,OZG22300.1,0.0277320923128487,0.251909856628125,0.110087364917155,49.0241586247001,0.322285169919593,0.0860483041145442,KAF1745813.1,GCK72_022260,KAF1745813.1,remanei_genome_00004052,OZG22300.1,FL83_03153,OZG22300.1,latens_genome_00018096,remanei_genome_00004052_latens_genome_00018096,remanei_genome_00004052,latens_genome_00018096,remanei_genome_00004052_latens_genome_00018096,X,blue
KAF1745814.1,OZG22301.1,0.000000000132605778836732,0.213981037197105,0.000000000619708085228995,55.5610580876258,0.245942653008657,0.000000000539173572434645,KAF1745814.1,GCK72_022261,KAF1745814.1,remanei_genome_00004053,OZG22301.1,FL83_03152,OZG22301.1,latens_genome_00018097,remanei_genome_00004053_latens_genome_00018097,remanei_genome_00004053,latens_genome_00018097,remanei_genome_00004053_latens_genome_00018097,X,red
KAF1745815.1,OZG22298.1,0.0083091840457517,0.219089881037422,0.0379259142704652,50.9629551424163,0.278071972920321,0.0298814150828952,KAF1745815.1,GCK72_022262,KAF1745815.1,remanei_genome_00004054,OZG22298.1,FL83_03151,OZG22298.1,latens_genome_00018098,remanei_genome_00004054_latens_genome_00018098,remanei_genome_00004054,latens_genome_00018098,remanei_genome_00004054_latens_genome_00018098,X,pink
KAF1745816.1,OZG22404.1,0.000857221770842938,0.102998501134957,0.00832266257661103,55.7195811188973,0.134028565864625,0.00639581394692212,KAF1745816.1,GCK72_022263,KAF1745816.1,remanei_genome_00004058,OZG22404.1,FL83_03148,OZG22404.1,latens_genome_00018101,remanei_genome_00004058_latens_genome_00018101,remanei_genome_00004058,latens_genome_00018101,remanei_genome_00004058_latens_genome_00018101,X,blue
