Remanei_Gene	Latens_Gene	dN	dS	dN/dS	ENC	dS_corrected
KAF1748645.1	OZG22246.1	0.0349555878375802	0.245005442192676	0.142672699531673	48.9944302355097	0.315555452579517
KAF1748646.1	OZG14546.1	0.178593388130657	1.5755306278854	0.113354437527093	54.7178117742094	1.61244753006296
KAF1748648.1	OZG22245.1	0.178913117544579	0.441536232670851	0.405205970215251	49.3420766053182	0.510043320024295
KAF1748650.1	OZG22243.1	0.098893286213176	0.531772547192693	0.185969145521424	53.8261282848234	0.573929373894626
KAF1748651.1	OZG22242.1	0.0227741841031465	0.127910480553873	0.178047834739816	53.0372025956128	0.174703381732911
KAF1748652.1	OZG22240.1	0.0182732030856473	0.195423486155388	0.0935056652869127	55.7644001099051	0.226190174773537
KAF1748653.1	OZG22239.1	0.00285516943919047	0.159808740979739	0.0178661656533071	55.9101738966593	0.189718798686454
KAF1748654.1	OZG22132.1	0.00705663825876	0.263114185935747	0.0268196799563033	47.3915009136692	0.343083714306624
KAF1748655.1	OZG22129.1	0.029323120603037	0.378130395582453	0.077547642150981	56.7229197840845	0.403264400846468
KAF1748656.1	OZG22130.1	0.0460518472889276	0.408330074517094	0.112780934256166	53.014054261632	0.455259005491869
KAF1748657.1	OZG22135.1	0.201775372468278	0.440601820048646	0.457954014910789	50.2345726020226	0.503864208227216
KAF1748658.1	OZG22136.1	0.176350748004477	0.304072615900322	0.579962610188764	51.8360360116834	0.357924100439826
KAF1748660.1	OZG22133.1	0.0336714142110132	0.207512178204764	0.162262352514982	49.5260902701535	0.274937920297623
KAF1748661.1	OZG22134.1	0.176176609701496	0.379606131489332	0.464103698774021	50.3411097713102	0.442242460384814
KAF1748662.1	OZG22127.1	0.0101222922678313	0.306284724131649	0.0330486356984638	51.2406449319588	0.363634988627689
KAF1748663.1	OZG22128.1	0.0109092330545599	0.306434086053041	0.0356005860675422	52.9890303039998	0.353510068813405
KAF1748665.1	OZG22030.1	0.0194324341496654	0.262070719716767	0.0741495813445583	49.6965745632309	0.328494621090414
KAF1748666.1	OZG22031.1	0.129414797402544	0.263122691143632	0.491842025634725	44.261548543338	0.361485196821619
KAF1748667.1	OZG22033.1	0.12860271764372	0.249924707032402	0.514565843332356	48.9011261614752	0.321023013212062
KAF1748668.1	OZG22032.1	0.106765828713196	0.578237864969384	0.184639981539169	61	0.578237864969384
KAF1748669.1	OZG22035.1	0.0411344580418459	0.471694046704918	0.0872058028486816	49.4198018187386	0.53974438650521
KAF1748670.1	OZG22034.1	0.033613909714636	0.28610737356039	0.11748704444886	60.5743612851547	0.288608613929855
KAF1748671.1	OZG22037.1	0.0349614421037262	0.312040945861576	0.112041200257211	39.504482476306	0.438358064858512
KAF1748672.1	OZG22036.1	0.149339654357584	0.622852393588824	0.239767328334569	58.2037636285107	0.639284308851699
KAF1748677.1	OZG22219.1	0.149833115250988	0.328519500678203	0.456085909486864	49.5061812979413	0.396062236651728
KAF1748678.1	OZG22221.1	0.0259414616391358	0.233609552860856	0.111046236429326	53.9751223204085	0.274890825052315
KAF1748679.1	OZG22215.1	0.0613991444859893	0.302885153944989	0.202714275316184	50.405732659728	0.365141730314057
KAF1748680.1	OZG22216.1	0.0113053449956328	0.163483037974195	0.0691530151122913	61	0.163483037974195
KAF1748681.1	OZG22217.1	0.0828703822556952	0.47171269121829	0.175679780931198	51.2276561428934	0.529139283553946
KAF1748682.1	OZG22218.1	0.0221979721742152	0.160889835934883	0.13797000938704	51.6656190275489	0.215742765656634
KAF1748684.1	OZG22097.1	0.206784222669653	0.524409756832393	0.394318030844235	54.0835988761838	0.565053573052432
KAF1748685.1	OZG22096.1	0.073428877644716	0.266907689547841	0.275109637227422	56.7978760548095	0.291601218784316
KAF1748686.1	OZG22095.1	0.0329278825951495	0.151145370581867	0.217855713796501	53.3171853761481	0.196292969750056
KAF1748687.1	OZG22102.1	0.0663182732682104	0.373427571530491	0.177593403176968	61	0.373427571530491
KAF1748688.1	OZG22101.1	0.0883688346743684	0.245390524499993	0.360115105725571	52.1738287242793	0.297256990431489
KAF1748689.1	OZG22100.1	0.178792410098378	0.420173950439605	0.425519977883725	58.4713086935873	0.435033653180261
KAF1748690.1	OZG22099.1	0.108761629721148	0.551055999956389	0.197369468311307	50.0957863531701	0.615133957199167
KAF1748693.1	OZG22281.1	0.118908618797194	0.334443682307356	0.355541530869512	54.8844111829382	0.370381573055491
KAF1748694.1	OZG22278.1	0.0681813166773334	0.357354954363154	0.19079437921559	50.9337250599831	0.416508815071667
KAF1748695.1	OZG22279.1	0.0947046721869217	0.540423073861491	0.175241725913417	56.3320795739714	0.567853828169823
KAF1748696.1	OZG22276.1	0.191197009352373	0.98645471566266	0.193822388718507	53.3649092867367	1.03132186813371
KAF1748697.1	OZG22277.1	0.105212391916647	0.347992066168655	0.302341352419384	61	0.347992066168655
KAF1748702.1	OZG22272.1	0.287009378037149	0.418980304162349	0.685018782949608	48.9514741003463	0.489782743700111
KAF1748704.1	OZG22189.1	0.0754441992464435	0.20042475541169	0.376421560757174	59.3938528761491	0.209863182616173
KAF1748707.1	OZG22191.1	0.0822874199201132	0.320283839893662	0.25692029903049	47.343521517668	0.400535316306378
KAF1748708.1	OZG22186.1	0.0521062796933622	0.232827655802464	0.22379763913257	51.2904377137692	0.289885316003762
KAF1748709.1	OZG22185.1	0.191032322838836	0.684369905295336	0.279136065687162	47.9092165258534	0.76129710893415
KAF1748710.1	OZG22188.1	0.071869824089076	0.274423667371552	0.261893679861689	44.6084056036854	0.370747888345831
KAF1748711.1	OZG22187.1	0.0282299671787902	0.127069894336196	0.222160940057922	50.0689621750937	0.191305482251988
KAF1748712.1	OZG22184.1	0.338702474511015	0.570213112632564	0.593992784464901	48.9856153580888	0.640814923117677
KAF1748713.1	OZG22183.1	0.0011016268905939	0.141190837385482	0.00780239646561637	32.4977457498816	0.308682624351048
KAF1748714.1	OZG23883.1	0.0747821895883219	0.325110341218656	0.230020950142667	52.8571835144657	0.372961113726909
KAF1748715.1	OZG23882.1	0.240090973983149	0.751585697947218	0.319445905688336	52.7139055614698	0.800278434749574
KAF1748716.1	OZG23627.1	0.134596396962479	0.54161312165145	0.248510221746617	56.6380242778681	0.567246010264015
KAF1748718.1	OZG23635.1	0.0114638668743845	0.276692797685691	0.0414317501946937	52.2186223150165	0.328296036768836
KAF1748719.1	OZG23636.1	0.125988629996138	0.526040421997451	0.239503704901119	61	0.526040421997451
KAF1748720.1	OZG23633.1	0.165043801632563	0.50894007536856	0.324289262371495	48.8269573426785	0.580474230161751
KAF1748721.1	OZG23634.1	0.0903371655712435	0.21872787676228	0.413011669607275	48.6763284161075	0.291147193404729
KAF1748722.1	OZG23632.1	0.0623108095608026	0.312411608367276	0.199451005954776	52.2319695257127	0.363936413367597
KAF1748723.1	OZG23629.1	0.0647939928070396	0.391411815606755	0.165539184622206	54.8742759715719	0.427409265316371
KAF1748724.1	OZG23630.1	0.0160215049942839	0.347499336368628	0.0461051383916552	50.3770307507421	0.409924577783738
KAF1748725.1	OZG23719.1	0.0179160013791902	0.321099914709428	0.0557957213890973	47.7275864724973	0.399094456458987
KAF1748727.1	OZG23718.1	0.0787236851001152	0.210987030882923	0.373120967533778	50.5280025961868	0.272525095306587
KAF1748729.1	OZG23726.1	0.201303829248278	0.683358236358647	0.294580234111099	55.7587155671293	0.714158329851346
KAF1748730.1	OZF80938.1	0.0306796192082313	0.221668852261076	0.138402932551379	44.5232342641839	0.318493577501655
KAF1748731.1	OZG23725.1	0.107408224755178	0.40590409470503	0.264614785010315	54.0877979740185	0.446523235178589
KAF1748732.1	OZG23723.1	0.131024003237191	0.411023791284081	0.318774742522466	50.5260801121147	0.472573153070046
KAF1748733.1	OZG23722.1	0.0725581431500875	0.365437677374628	0.198551347171859	46.1803013245764	0.452524747458834
KAF1748736.1	OZG24132.1	0.179438852025056	0.523284907732245	0.342908517661418	52.7319240166357	0.571871760163926
KAF1748740.1	OZG23999.1	0.16735805057551	0.487706893004131	0.343152932583407	39.6653074285903	0.613078933818466
KAF1748744.1	OZG23567.1	0.426507557814933	0.350591182795766	1.21653817535791	53.0259082734187	0.397450454381518
KAF1748745.1	OZG23560.1	0.203224929755823	0.346800858474681	0.585998923559929	47.7831673953554	0.424468782265919
KAF1748746.1	OZG23559.1	0.35498199585557	0.516477802950633	0.687313169757849	44.5520120183498	0.613133417445522
KAF1748747.1	OZG23562.1	0.0756200532932077	0.269105808564154	0.281004909171926	43.472485474945	0.372105196019768
KAF1748748.1	OZG23561.1	0.0820395957926695	0.401949946824452	0.204104009568384	53.9629294636487	0.443302869607088
KAF1748749.1	OZG23564.1	0.0297284474158202	0.383184882099182	0.0775825164420901	51.2529897239289	0.440462603165898
KAF1748750.1	OZG23563.1	0.0139062955922502	0.18939319221772	0.0734255303974392	52.1184405946193	0.241585143169875
KAF1748751.1	OZG23566.1	0.00432119859409704	0.164433572342605	0.0262792964510533	47.2820184535985	0.245046467821141
KAF1748752.1	OZG23565.1	0.0471027700918277	0.740842184150478	0.0635800324273385	45.0935193234435	0.834315663457422
KAF1748753.1	OZG23977.1	0.0730734287039206	0.284279317713156	0.257047995231413	46.1142089976928	0.371754775390754
KAF1748754.1	OZG23978.1	0.0464261428240366	0.35653624432943	0.13021437108408	51.7698308918568	0.410776779283287
KAF1748755.1	OZG23972.1	0.130720619374011	0.425262651603019	0.307387961019532	54.6957451141562	0.462309227184387
KAF1748756.1	OZG23969.1	0.0165931048755835	0.382538288206575	0.0433763243762492	55.4976481771112	0.414872528552672
KAF1748757.1	OZG23970.1	0.0667153542267009	0.33131613280329	0.201364641263368	54.1831381095901	0.371375012690571
KAF1748758.1	OZG23975.1	0.0237155021224979	0.261467600851488	0.090701494354431	56.0329832393227	0.290655976824603
KAF1748759.1	OZG23976.1	0.000601249702943599	0.231871471683865	0.00259303008937359	48.3537983807368	0.306186116727368
KAF1748762.1	OZG23974.1	0.195158628079148	0.434538952205961	0.449116533945725	56.2529984747045	0.462434421849269
KAF1748763.1	OZG23530.1	0.0150238470076817	0.280046617513239	0.0536476645963114	51.3150484306392	0.336959654313493
KAF1748764.1	OZG23535.1	0.00429699713154349	0.266339831237721	0.0161335130069532	51.7332325148613	0.32079543435809
KAF1748765.1	OZG23536.1	0.0222260487953071	0.248946960423325	0.0892802577605786	55.7496977519802	0.279800046565679
KAF1748766.1	OZG23538.1	1.33540043233353e-10	0.084143988244799	1.58704199811455e-09	47.0212417112081	0.166289322603387
KAF1748767.1	OZG23531.1	0.00295780833265373	0.267011279619619	0.0110774658541294	55.0342329945419	0.302068751481173
KAF1748769.1	OZG23534.1	0.00418439943287745	0.141769829836027	0.0295154437140623	54.2748493189651	0.181289774304088
KAF1748770.1	OZG23786.1	0.00216796661938882	0.0842528679440021	0.0257316655479282	40.5160446106396	0.204625602752255
KAF1748771.1	OZG23785.1	0.0356888790928059	0.207238434124017	0.172211680925213	51.5359328390728	0.262853456951176
KAF1748772.1	OZG23780.1	0.00230081510153021	0.201436796917611	0.0114220198927769	41.4236022427802	0.316476323754048
KAF1748773.1	OZG23779.1	0.188045465066849	0.307000196382024	0.612525553022284	50.9581069285162	0.366010778503014
KAF1748775.1	OZG23777.1	0.201154459303822	0.716136799235321	0.280888315638313	51.6192754568994	0.771262064169379
KAF1748776.1	OZG23783.1	0.0458208202467795	0.128820981619102	0.355693767202166	49.9866133866134	0.193540487249472
KAF1748777.1	OZG23782.1	0.000988230373419625	0.154411520106208	0.00639997827066202	53.4691847177838	0.198665904263235
KAF1748778.1	OZG23684.1	0.00122124155984375	0.208210420359332	0.0058654199810755	54.0676220105708	0.248948123671533
KAF1748779.1	OZG23685.1	0.00305835202516607	0.212615767630052	0.0143844083590618	52.2778625977607	0.263870884746067
KAF1748780.1	OZG23678.1	0.0107771721326024	0.233200242939724	0.0462142405888834	44.7013652862654	0.328978191916903
KAF1748783.1	OZG23677.1	0.00311314212710616	0.149538760688665	0.0208182956229497	54.3588249071622	0.188565227651221
KAF1748784.1	OZG23682.1	0.0282081330980047	0.309189066454373	0.0912326345219177	48.9943161828484	0.379739747064835
KAF1748785.1	OZG23683.1	0.0230506148214769	0.333749009218189	0.0690657176045951	53.1746342137559	0.379734301739106
KAF1748786.1	OZG23680.1	1.31612832526823e-10	0.139166727657377	9.45720537820277e-10	46.8179080277403	0.222506940206843
KAF1748788.1	OZG23921.1	1.30057892381941e-10	0.136683298806684	9.51527315461465e-10	40.8365195681823	0.255172781755434
KAF1748789.1	OZG23920.1	0.0262456820581806	0.201543772810346	0.13022323484476	30.9462876472481	0.378152610228552
KAF1748790.1	OZG23923.1	0.01248018906138	0.189076413972168	0.0660060596622964	41.4668358642769	0.303861881025896
KAF1748791.1	OZG23922.1	0.00199451901021379	0.112300676052662	0.017760525406619	36.2822214430443	0.257553218675899
KAF1748792.1	OZG23925.1	0.202727093639626	0.324294832540456	0.625132050521762	57.0762276806612	0.347352645148711
KAF1748793.1	OZG23927.1	0.073490050596021	0.532008558962273	0.138136970464102	54.6203395085652	0.56949825106056
KAF1748794.1	OZG14093.1	0.169760572495314	0.766415175329744	0.221499492650672	61	0.766415175329744
KAF1748795.1	OZG23851.1	0.106947855546699	1.23053798512876	0.0869114621727899	45.9347826086956	1.31906783121571
KAF1748796.1	OZG23853.1	0.258803279459835	0.432280215905038	0.598693324231817	60.1166462297628	0.437471191334611
KAF1748797.1	OZG23854.1	0.0895721139347104	0.234752621222874	0.381559590125601	42.1673737843923	0.34542141922132
KAF1748798.1	OZG23855.1	0.0413124620354927	0.249718494121984	0.165436133117606	60.7866366963735	0.250972310773947
KAF1748799.1	OZG23856.1	0.140016910922644	0.158358045056113	0.884179334703396	54.8776865640545	0.19433545262364
KAF1748803.1	OZG24095.1	1.32431625560068e-10	0.115213951430636	1.14944087860573e-09	42.2168405648161	0.225592060861928
KAF1748804.1	OZG24094.1	0.0205476474796807	0.159955561665383	0.128458474752289	54.000071248054	0.201090222980468
KAF1748805.1	OZG23798.1	0.013834699620143	0.232898714040782	0.0594022155816649	52.7432160893723	0.28141920928455
KAF1748808.1	OZG24096.1	0.0128950101192313	0.213041869969949	0.0605280554524336	53.0021912385087	0.260040513288327
KAF1748809.1	OZG24024.1	0.00153045558150304	0.145584464872061	0.0105124924067139	51.5867990986225	0.200900575176952
KAF1748810.1	OZG24025.1	0.0309410088887574	0.21542397408603	0.143628437921218	51.0049137737735	0.274159498589276
KAF1748815.1	OZG24031.1	0.163764344243697	0.325911355798328	0.502481246296412	54.0776795505151	0.366589956580499
KAF1748819.1	OZG24028.1	0.00468038926068941	0.0158288322963455	0.295687589145157	47.6353872244206	0.0943651773952715
KAF1748820.1	OZG24029.1	0.00620798413755604	0.293964347125555	0.0211181532667448	51.2194530568518	0.351439144404149
KAF1748821.1	OZG24026.1	0.0219197092234217	0.179247641694249	0.122287294919121	57.143484496464	0.201910223659848
KAF1748822.1	OZG24027.1	0.0125927548119337	0.192854629291052	0.065296616722272	47.168143968047	0.274136701351462
KAF1748823.1	OZG23590.1	0.0123778671579424	0.282604760138775	0.0437992167996894	37.0907583760572	0.423105983987378
KAF1748825.1	OZG23589.1	0.00544809400933543	0.114871846238684	0.04742758289107	40.8867600942245	0.233066093750579
KAF1748827.1	OZG23596.1	0.00611662098612461	0.132913046402794	0.0460197185428145	48.9182997189513	0.203910433202359
KAF1748828.1	OZG23595.1	0.00860529366363667	0.119454219507256	0.0720384235829693	50.5250471410225	0.181009651485865
KAF1748829.1	OZG23598.1	0.00487364295217916	0.192069026061559	0.0253744346608867	55.1692619386791	0.226333008434627
KAF1748830.1	OZG23597.1	0.0132281844827791	0.262623514797048	0.050369383309037	49.2093849965688	0.331910356427811
KAF1748831.1	OZG23592.1	0.0212374840591084	0.238044588705623	0.0892164118268262	60.4289305074842	0.241400444314223
KAF1748832.1	OZG23594.1	1.34314361000478e-10	0.14416815800498	9.31650670017149e-10	55.2649951445257	0.177869569937883
KAF1748833.1	OZG23593.1	0.00782870559390263	0.152250986566044	0.051419736387105	53.8545899408881	0.194240560053811
KAF1748834.1	OZG23517.1	0.00808822061295938	0.0649549241401162	0.124520515111557	53.4618769602452	0.109252251895853
KAF1748835.1	OZG23518.1	0.00281688423917438	0.167794411202978	0.0167877119325914	37.5524685605917	0.305582422854774
KAF1748836.1	OZG23513.1	0.00072091443624337	0.171738987562362	0.00419773312091752	46.4863100379573	0.257027815802909
KAF1748837.1	OZG23514.1	0.00687400870634129	0.192602418048144	0.0356901474862222	37.4537481261735	0.330970554409573
KAF1748838.1	OZG23515.1	0.0219980764125072	0.251036504492114	0.0876289942652476	54.2005468936935	0.290993082704137
KAF1748839.1	OZG23516.1	0.0273400612252412	0.156221783941304	0.175007995271092	56.2880950528009	0.183911010649222
KAF1748841.1	OZG23510.1	0.00401822632241595	0.147262918423955	0.0272860701486839	49.4625623557764	0.215061978493977
KAF1748842.1	OZG23512.1	0.004072154419134	0.159331999342384	0.0255576684905803	41.0468756551166	0.27658533736763
KAF1748843.1	OZG23757.1	0.00374031769079729	0.214150873856669	0.0174658063422178	55.6371552769024	0.245665309101268
KAF1748844.1	OZG23762.1	0.100317974130834	0.460080141530137	0.218044564577806	48.8005840977415	0.531769277114805
KAF1748846.1	OZG23759.1	0.00334672041865377	0.164395526774183	0.0203577340839139	51.433902943073	0.220610122163391
KAF1748859.1	OZG23765.1	0.0144259856947966	0.20249926515597	0.071239694048694	55.8668635966727	0.232663833241939
KAF1748860.1	OZG23764.1	0.00531826832113534	0.178349794555686	0.029819312853062	51.9502944949554	0.23152984597375
KAF1748861.1	OZG23763.1	0.0203759031958014	0.304776712621612	0.0668551839821784	47.8227692445485	0.382211918522178
KAF1748862.1	OZG23744.1	0.0197707703322344	0.224217785932514	0.0881766370585119	36.0287932111323	0.370959584354888
KAF1748863.1	OZG23745.1	0.0192990263902394	0.212508047395225	0.0908155085268223	37.1056694496329	0.352921647214624
KAF1748864.1	OZG23746.1	0.0317493953850075	0.25582234438817	0.124107202054379	54.1107376363015	0.296306681312703
KAF1748866.1	OZG23750.1	0.214667520746167	0.555417762733108	0.3864973991646	51.1441977807399	0.613334793126457
KAF1748867.1	OZG23751.1	0.102303627790991	0.334554862402402	0.305790288194766	53.1179767161631	0.380873099308472
KAF1748868.1	OZG23752.1	0.0591000181537676	0.332195013291844	0.177907601827383	51.8522782785914	0.385951051124398
KAF1748869.1	OZG23753.1	0.012744521858582	0.099791243984318	0.127711824702624	56.7440147871069	0.124801285728772
KAF1748870.1	OZG24012.1	0.190146374122177	0.334595282316935	0.568287672215496	50.4244432408978	0.396741907078393
KAF1748871.1	OZG24021.1	0.186290882557406	0.448443773538919	0.415416365550761	49.4526176982639	0.516301272792133
KAF1748872.1	OZG24020.1	0.0559369832591304	0.309331465774427	0.180831856594638	50.2813040606486	0.372319239340269
KAF1748874.1	OZG24019.1	0.0180586729848923	0.334833157059066	0.0539333474125046	56.935518104179	0.358717841050944
KAF1748876.1	OZG24018.1	0.0300421018625591	0.217566108694766	0.138082636320469	49.8115542044174	0.28331433910576
KAF1748877.1	OZG24016.1	0.0247706638019577	0.112320897824786	0.220534773863707	49.6569401974651	0.178977708170794
KAF1748878.1	OZG24015.1	0.0174367266033567	0.165435720598216	0.105398801058837	58.431978228427	0.180526546457558
KAF1748879.1	OZG23919.1	0.0026636493493386	0.0460740167398759	0.0578123970474942	59.1265222644141	0.0570833962443822
KAF1748880.1	OZG23916.1	0.0028139411181935	0.180354049902029	0.0156023173292868	48.5813008152304	0.253331790539377
KAF1748881.1	OZG23917.1	0.0490517042186377	0.158772263258101	0.308943786603955	47.0482700324413	0.240758767308662
KAF1748882.1	OZG23914.1	1.32080597915779e-10	0.0764666997983556	1.72729564979368e-09	60.5448824800113	0.0791411705975182
KAF1748883.1	OZG23912.1	0.00948962826266359	0.284407117264871	0.0333663529728963	38.5584001668747	0.416283832188242
KAF1748884.1	OZG23915.1	0.00220473382971729	0.214421783947857	0.010282228741523	53.6166366112741	0.257809675899901
KAF1748886.1	OZG23913.1	1.32083625002856e-10	0.0905994613053207	1.45788532403889e-09	36.532408553898	0.234381794382852
KAF1748887.1	OZG23910.1	0.00377955237548109	0.216683368456792	0.0174427433097375	51.2325367252153	0.274081280343268
KAF1748888.1	OZG23911.1	0.0299213134494789	0.195882465252343	0.152751362460816	56.4690580061484	0.222508274022693
KAF1748889.1	OZG24159.1	1.32246980905626e-10	0.180098160598022	7.34305006039458e-10	41.8142717943278	0.292841941254963
KAF1748890.1	OZG24158.1	0.00847422789322117	0.167437219089735	0.0506113750532344	47.0388857289337	0.2494788694368
KAF1748894.1	OZG24160.1	0.0117314031737661	0.24545771963729	0.0477939874578051	55.2131800595782	0.279463619807983
KAF1748895.1	OZG24155.1	0.0467861344276667	0.544992476532792	0.0858473032973172	45.4000198390625	0.636664823949732
KAF1748896.1	OZG24154.1	0.0107364094052453	0.267472079252582	0.0401402996351876	55.9047885673543	0.297413783523838
KAF1748897.1	OZG24157.1	0.067599545122673	0.320361782893897	0.21101001658822	51.2214858502503	0.377824634584052
KAF1748898.1	OZG24156.1	0.0070142298220657	0.26408254183656	0.0265607479134565	58.4721526454552	0.278937285144701
KAF1748899.1	OZG24085.1	0.0195371735869819	0.149470191574998	0.130709497198837	31.3834103935632	0.323510303401847
KAF1748902.1	OZG24086.1	0.0449391314193502	0.354925896044437	0.126615532763841	48.1155187660959	0.4306407769466
KAF1748903.1	OZG24090.1	0.086473357586285	0.240492679489643	0.359567525172878	57.2680544526645	0.262423233581827
KAF1748904.1	OZG24092.1	0.0263994827680205	0.523687181992682	0.0504107865836391	42.5050851369892	0.632371439490274
KAF1748905.1	OZG24093.1	0.1674567623282	0.769447777670126	0.217632394540479	58.5307853593122	0.78395796935325
KAF1748908.1	OZG24087.1	0.167446512852095	0.472205757883965	0.354604978987235	43.7761664462714	0.573420582332438
KAF1748909.1	OZG24089.1	0.200678078138809	0.399787455406405	0.501961918576984	53.8787479434342	0.441635065841691
KAF1748910.1	OZG23675.1	0.199843578688977	0.262594489978059	0.761034927677557	59.1618109289984	0.273396497762455
KAF1748911.1	OZG23674.1	0.0142941237506585	0.160167890414118	0.0892446277072186	52.7391077986079	0.208712527782067
KAF1748912.1	OZG23669.1	0.00407547497591068	0.189521696396003	0.0215040021982235	61	0.189521696396003
KAF1748913.1	OZG23668.1	0.00667163505322425	0.107614684700745	0.0619955824038027	46.1970536138474	0.194603310962187
KAF1748914.1	OZG23666.1	0.0110186454127227	0.197873313964351	0.0556853533807384	53.1684833290317	0.243894751790296
KAF1748915.1	OZG23673.1	0.0609148418688822	0.257372532878402	0.236679653371022	52.4617694539036	0.307546932388705
KAF1748917.1	OZG23670.1	0.00179550050834186	0.252234510837907	0.0071183776652026	53.5571762128292	0.295971818253789
KAF1748918.1	OZG23599.1	0.00350167177637783	0.239423891166979	0.0146254066764611	57.6497448442893	0.259111464574203
KAF1748919.1	OZG23600.1	0.0031555943819569	0.246766916966694	0.0127877529968201	55.4345330619874	0.279472049499909
KAF1748920.1	OZG23603.1	0.0220054406112869	0.334801671309478	0.0657267943891056	31.1015327335781	0.51049822029257
KAF1748922.1	OZG23604.1	0.0222280184403331	0.284413603493269	0.0781538511777239	49.5526052419558	0.35168353194523
KAF1748923.1	OZG23601.1	0.0632088154029906	0.266210576173739	0.237439159298232	53.8924365387176	0.307977746400158
KAF1748924.1	OZG23602.1	0.00886447397253112	0.0860922692506349	0.102964807986703	57.0205627322024	0.109477193588611
KAF1748925.1	OZG23607.1	0.00874859009350741	0.352593006511368	0.0248121486584997	47.8241453955301	0.430020125543259
KAF1748926.1	OZG23608.1	0.00766876938436553	0.137803643151815	0.0556499756390116	54.8789315756695	0.173773734483287
KAF1748927.1	OZG23605.1	0.00576221150416563	0.0549480630319613	0.104866508230035	57.4897345253068	0.0755759274780675
KAF1748928.1	OZG23841.1	0.0141491458413688	0.0669274563142014	0.211410183810714	41.4189956991519	0.181994053227877
KAF1748929.1	OZG23843.1	0.0282385712490655	0.173738439750164	0.162534965144573	50.5248208985679	0.235295201228984
KAF1748930.1	OZG23842.1	0.00352612259324275	0.274404562980151	0.0128500873124978	50.5337579419089	0.33590880646
KAF1748931.1	OZG23845.1	1.29987907348348e-10	0.114339264588689	1.13686149561965e-09	54.3020294411797	0.153699486699363
KAF1748932.1	OZG23844.1	0.023182979790688	0.367610783218845	0.0630639275259964	49.0001882261534	0.438126957119148
KAF1748933.1	OZG23847.1	0.00294167825608244	0.174685445138901	0.0168398589461381	41.0569432121275	0.291879621769426
KAF1748934.1	OZG23846.1	0.0155410177897523	0.176899215588451	0.0878523838449789	47.4581188519332	0.256477267642197
KAF1748935.1	OZG23849.1	0.0239008384437759	0.200695507564676	0.119090052058458	46.6109922227709	0.285251648427097
KAF1748936.1	OZG23848.1	0.00798021200159909	0.09872307843152	0.0808343107648798	50.1569222429842	0.162441774285958
KAF1748937.1	OZG23775.1	0.0338781738752286	0.254226857120471	0.133259618039391	57.4488739229312	0.275094836444801
KAF1748939.1	OZG23776.1	0.237178693005276	0.370333322337686	0.640446534781461	55.1951458140092	0.40444519967041
KAF1748942.1	OZG23768.1	0.117363141805925	0.477932509106435	0.24556425765084	49.5345004679468	0.545308829176573
KAF1748943.1	OZG23769.1	0.0256029123848617	0.29416858858065	0.0870348275741966	61	0.29416858858065
KAF1748944.1	OZG23770.1	0.00521510635097363	0.207566320269984	0.0251250123054178	55.5283359729655	0.23972022562501
KAF1748946.1	OZG23771.1	0.0753221192992367	0.255036483712476	0.295338604903891	49.7300662196303	0.321263573376792
KAF1748951.1	OZG23774.1	0.023363835125027	0.208076325792389	0.112284927350835	49.4858191222926	0.275738718869384
KAF1748952.1	OZG24042.1	0.121017979443843	0.405050218988701	0.298772778708752	47.6672204307639	0.483399498160543
KAF1748953.1	OZG24041.1	0.0490969534508614	0.249441452329139	0.196827564113433	56.8854430481612	0.273620399383202
KAF1748954.1	OZG14607.1	0.0153431294033241	0.171856570352617	0.089278689617993	50.1724201999494	0.235484193392826
KAF1748955.1	OZG24040.1	0.0307593356115854	0.256194780166672	0.12006230412491	50.4922289682576	0.317943066168444
KAF1748956.1	OZG24039.1	0.0239849350933408	0.247266258381293	0.0970004368988964	57.6582778496287	0.266903688094621
KAF1748957.1	OZG24038.1	0.139803734404229	0.293568147925387	0.476222421922156	56.4818329249947	0.320118885651631
KAF1748958.1	OZG24037.1	0.044677139495666	0.319233963094753	0.139951084974017	36.3466336295284	0.464107991368848
KAF1748959.1	OZG24036.1	0.126719118769281	0.648756621078041	0.195326127937949	46.1646365579548	0.735935744223414
KAF1748961.1	OZG23742.1	0.340086303844217	0.728755806903359	0.466667024293525	53.4860950357611	0.772910818591411
KAF1748964.1	OZG23741.1	0.324005869579747	0.429817267104416	0.753822366799041	61	0.429817267104416
KAF1748965.1	OZG23740.1	0.240970049329124	0.489420681688552	0.492357716673828	56.8857719805377	0.513597695791241
KAF1748972.1	OZG24153.1	0.0814141261751923	0.37575021332417	0.216670871467887	52.4434244455725	0.42603241617523
KAF1748973.1	OZG24150.1	0.304161066968664	0.399052474786734	0.762208196130641	54.1142103096131	0.439516404754911
KAF1748974.1	OZG24151.1	0.307100249436653	0.879780275194684	0.349064713196367	59.4896815337406	0.888655571042549
KAF1748976.1	OZG24148.1	0.015948698763898	0.255196955214586	0.0624956467465975	41.4924242424242	0.369832053699434
KAF1748977.1	OZG24146.1	0.258148120251437	0.393501124995539	0.656028925595481	51.978006206117	0.446518330205665
KAF1748980.1	OZG24147.1	0.112663051949949	0.173155993316853	0.650644830663129	53.4669391607076	0.217423573355304
KAF1748984.1	OZF81414.1	0.159407587417306	0.393783719361725	0.404809999955523	51.6704599828409	0.44860820150016
